tts_sysno,c_textid,c_personid,c_role_id,c_year,c_nh_code,c_nh_year,c_range_code,c_source,c_pages,c_secondary_source_author,c_notes,c_created_by,c_created_date,c_modified_by,c_modified_date
6137,8033,21531,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
6138,8034,21531,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
6139,8035,21531,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
8037,9900,21531,0,-1,0,-1,0,,0000000,,,load,20100825,,
8038,9901,21531,0,-1,0,-1,0,,0000000,,,load,20100825,,
8039,9902,21531,0,-1,0,-1,0,,0000000,,,load,20100825,,
5452,7357,21560,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
10328,12188,21560,0,-1,0,-1,0,,0000000,,,load,20100825,,
5457,7362,21564,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
,7362,21564,3,,,,,40328,723-750,,,load,20220113,,
5458,7363,21566,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
,48246,21566,3,,,,,40328,835,,,load,20220113,,
4717,6638,21569,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
6030,7926,21600,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
6031,7927,21600,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
7701,9606,21619,0,-1,0,-1,0,,0000000,,,load,20100825,,
5731,7632,21622,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
7705,9610,21622,0,-1,0,-1,0,,0000000,,,load,20100825,,
5460,7365,21629,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
23093,24583,21629,0,-1,0,-1,0,,0000000,,,load,20100825,,
24911,26235,21629,0,-1,0,-1,0,,0000000,,,load,20100825,,
9600,11460,21630,0,-1,0,-1,0,,0000000,,,load,20100825,,
23350,24831,21630,0,-1,0,-1,0,,0000000,,,load,20100825,,
