tts_sysno,c_textid,c_personid,c_role_id,c_year,c_nh_code,c_nh_year,c_range_code,c_source,c_pages,c_secondary_source_author,c_notes,c_created_by,c_created_date,c_modified_by,c_modified_date
114,2031,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,HUWHS,20140106
116,2032,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
117,2033,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
119,2035,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
148,2064,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
150,2066,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
151,2067,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
155,2070,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
156,2071,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
159,2074,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
161,2075,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
167,2079,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
183,2095,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
188,2100,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
202,2114,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
206,2118,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
208,2120,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
212,2124,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
214,2126,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
219,2131,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
220,2132,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
229,2141,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
231,2144,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
234,2146,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
235,2147,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
240,2152,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
244,2156,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
245,2157,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
247,2159,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
252,2164,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
253,2165,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
272,2186,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
292,2189,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
293,2190,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
298,2195,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
299,2196,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
302,2199,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
306,2203,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
307,2204,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
312,2209,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
316,2214,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
317,2215,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
318,2216,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
319,2217,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
320,2218,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
321,2219,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
322,2220,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
323,2221,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
324,2222,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
325,2223,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
326,2224,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
327,2225,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
328,2226,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
329,2227,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
330,2228,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
349,2247,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
352,2249,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
353,2250,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
355,2252,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
364,2260,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
388,2283,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
402,2296,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
410,2304,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
433,2306,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
437,2310,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
441,2314,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
443,2316,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
448,2321,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
449,2322,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
450,2323,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
452,2325,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
453,2326,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
454,2327,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
456,2329,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
457,2330,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
458,2331,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
459,2332,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
460,2333,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
461,2334,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
463,2336,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
468,2341,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
469,2342,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
470,2343,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
471,2344,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
472,2345,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
474,2347,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
475,2348,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
476,2349,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
477,2350,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
478,2351,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
479,2352,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
480,2353,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
481,2354,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
482,2355,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
483,2356,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
485,2358,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
486,2359,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
488,2361,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
489,2362,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
490,2363,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
491,2364,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
492,2365,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
493,2366,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
494,2367,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
496,2369,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
497,2370,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
499,2372,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
502,2375,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
5,2382,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
6,2383,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
18,2395,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
20,2397,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
21,2398,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
23,2400,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
24,2401,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
25,2402,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
26,2403,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
28,2405,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
30,2407,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
31,2408,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
32,2409,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
33,2410,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
34,2411,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
35,2412,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
36,2413,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
37,2414,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
39,2415,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
40,2416,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
42,2417,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
43,2418,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
47,2421,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
48,2422,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
50,2423,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
51,2424,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
54,2428,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
55,2429,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
56,2430,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
60,2433,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
61,2434,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
62,2435,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
64,2437,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
65,2438,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
66,2439,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
67,2440,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
68,2441,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
72,2446,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
79,2453,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
81,2455,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
83,2459,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
84,2460,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
85,2461,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
87,2464,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
90,2466,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
95,2470,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
110,2480,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
507,2485,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
508,2486,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
515,2493,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
520,2498,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
525,2504,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
526,2506,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
529,2509,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
530,2510,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
532,2512,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
533,2513,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
538,2517,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
547,2526,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
550,2529,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
551,2530,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
554,2532,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
555,2533,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
557,2535,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
559,2537,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
560,2538,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
561,2539,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
562,2540,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
566,2544,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
568,2546,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
572,2550,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
575,2553,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
580,2558,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
582,2560,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
586,2564,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
587,2565,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
600,2578,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
613,2591,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
614,2592,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
615,2593,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
616,2594,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
617,2595,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
619,2597,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
620,2598,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
622,2600,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
624,2602,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
626,2603,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
627,2604,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
631,2607,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
634,2610,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
635,2611,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
636,2612,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
638,2614,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
639,2615,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
643,2619,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
651,2626,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
654,2629,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
657,2632,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
661,2635,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
662,2636,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
663,2637,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
664,2638,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
665,2639,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
666,2640,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
671,2645,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
672,2646,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
675,2649,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
676,2650,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
677,2651,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
678,2652,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
679,2653,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
680,2654,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
681,2655,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
682,2656,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
683,2657,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
684,2658,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
685,2659,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
686,2660,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
688,2662,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
690,2664,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
691,2665,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
692,2666,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
693,2667,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
694,2668,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
699,2673,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
700,2674,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
702,2676,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
707,2681,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
708,2682,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
711,2685,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
713,2687,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
716,2688,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
717,2689,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
718,2690,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
719,2691,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
720,2692,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
721,2693,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
724,2696,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
739,2711,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
741,2712,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
749,2719,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
752,2722,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
753,2723,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
754,2724,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
755,2725,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
759,2729,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
764,2734,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
765,2735,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
774,2744,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
777,2748,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
781,2752,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
782,2753,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
783,2754,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
784,2755,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
785,2756,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
787,2758,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
791,2763,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
792,2764,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
796,2771,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
799,2773,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
801,2775,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
802,2776,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
803,2777,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
805,2779,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
806,2780,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
807,2781,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
808,2782,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
809,2783,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
817,2791,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
820,2794,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
822,2796,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
823,2797,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
824,2798,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
825,2799,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
826,2800,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
827,2801,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
828,2802,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
832,2806,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
833,2807,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
835,2809,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
839,2813,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
840,2814,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
841,2815,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
842,2816,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
843,2817,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
849,2823,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
852,2827,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
876,2851,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
881,2856,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
885,2860,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
886,2861,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
887,2862,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
888,2863,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
891,2866,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
912,2886,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
913,2887,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
921,2895,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
924,2897,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
925,2898,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
926,2899,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
930,2903,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
932,2905,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
933,2906,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
938,2911,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
940,2913,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
941,2914,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
942,2915,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
943,2916,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
945,2917,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
946,2918,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
956,2930,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
968,2943,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
971,2945,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
973,2946,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
979,2952,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
988,2961,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
991,2964,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
992,2965,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
994,2967,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
998,2970,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1003,2975,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1004,2976,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1005,2977,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1006,2978,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1008,2980,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1012,2984,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1015,2987,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1016,2988,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1017,2989,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1018,2990,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1024,2996,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1027,2999,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1030,3002,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1038,3010,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1039,3011,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1042,3014,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1043,3015,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1047,3018,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1048,3019,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1049,3020,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1050,3021,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1051,3022,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1052,3023,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1053,3024,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1054,3025,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1055,3026,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1056,3027,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1057,3028,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1059,3030,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1061,3032,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1062,3033,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1063,3034,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1064,3035,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1065,3036,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1068,3039,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1075,3046,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1082,3053,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1084,3055,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1089,3060,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1111,3078,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1114,3081,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1120,3087,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1121,3088,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1122,3089,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1123,3090,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1129,3096,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1133,3100,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1137,3104,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1145,3112,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1148,3116,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1154,3122,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1155,3123,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1156,3124,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1157,3125,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1164,3132,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
1169,3137,0,0,-1,0,-1,0,,0000000,,,TTS,20070312,,
